soil_moisture,ph,nutrients_level,luminosity,temperature,air_humidity,productivity_index,productivity_classification,recommendation,irrigation_volume,fertilization_need
51.13,7.78,42.92,88.07,32.56,44.63,56.41,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
47.42,5.7,85.47,94.49,27.13,55.36,77.12,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
50.08,6.89,75.4,87.22,28.76,43.08,85.32,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
46.98,6.61,10,81.37,30.03,55.44,72.38,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
58.09,4.77,100,74.64,28.72,43.43,81.64,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
32.84,7.07,38.55,73.94,34.98,54.5,64.89,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
48.79,6.21,54.64,76.99,29.23,44.82,76.63,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
94.73,6.94,53.81,40.77,24.4,70.0,63.65,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
58.84,7.2,100,59.77,26.32,69.05,86.27,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
29.97,6.67,54.8,40.02,24.24,67.43,65.74,Moderada,Irrigação recomendada.,5.0,Média
73.4,5.08,84.88,31.33,25.62,69.66,74.38,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
75.51,6.59,75.97,31.25,17.85,87.46,84.44,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
79.8,8.05,53.63,13.26,23.49,79.17,43.02,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
63.82,5.9,93.76,21.96,16.79,77.79,87.5,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
26.99,7.82,72.51,33.91,26.4,75.83,44.24,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
71.62,4.69,51.07,5,14.67,87.54,55.39,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
82.51,7.66,92.0,35.34,19.69,95,71.33,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
74.57,6.3,74.74,5,13.88,76.07,73.64,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
61.09,4.33,83.7,25.73,22.16,82.06,60.24,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
77.12,7.01,48.31,9.09,21.78,89.35,59.0,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
62.58,6.93,74.74,13.4,24.54,88.91,73.39,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
48.62,6.57,63.25,25.6,21.72,80.86,67.95,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
76.34,6.14,76.1,10.78,18.2,82.22,73.09,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
85.98,6.09,39.32,26.55,20.29,86.55,63.39,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
45.05,5.67,77.7,29.71,19.08,84.54,76.37,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
51.09,6.35,71.91,10.99,20.17,76.31,67.72,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
60.13,7.0,41.58,28.76,24.37,89.59,64.4,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
91.5,5.74,82.31,32.64,21.17,88.63,64.09,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
87.97,6.77,64.22,33.38,19.38,88.26,68.89,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
65.27,4.94,56.6,11.67,22.32,92.5,55.23,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
45.85,6.54,60.78,8.64,12.73,78.44,64.1,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
63.92,6.65,42.27,35.56,16.09,64.82,78.4,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
98,6.1,71.36,15.83,19.09,77.08,54.13,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
76.86,5.31,43.54,5,23.42,56.75,58.11,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
54.41,6.79,61.34,46.35,20.02,80.47,79.62,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
50.53,5.53,65.35,5,20.69,84.54,63.87,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
93.06,5.67,60.33,32.62,16.24,69.44,58.39,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
68.11,5.66,81.92,34.78,26.49,66.55,81.19,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
43.44,5.57,100,44.69,24.07,70.33,81.27,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
23.77,6.42,65.81,50.67,28.05,60.52,72.32,Alta,Irrigação urgente recomendada.,8.0,Média
53.05,5.98,74.57,53.32,26.82,65.57,86.41,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
39.81,5.36,80.95,82.31,28.34,55.21,74.64,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
42.79,4.8,77.35,83.18,32.46,36.93,62.87,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
41.04,7.22,38.23,86.23,33.45,41.31,57.42,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
37.43,7.13,92.46,86.09,34.97,29.98,67.44,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
34.37,6.43,71.15,84.26,38.42,30.07,76.7,Alta,Irrigação preventiva recomendada: risco de ressecamento elevado.,5.0,Média
31.62,5.94,87.74,100,35.72,54.89,76.47,Alta,Irrigação recomendada.,5.0,Baixa
56.84,6.81,88.03,89.88,28.11,38.27,88.07,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
39.86,7.06,99.09,84.23,29.99,30.74,79.07,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
34.81,6.22,66.61,87.79,32.1,51.24,70.33,Alta,Irrigação recomendada.,5.0,Média
40.38,5.68,56.1,100,29.08,62.84,65.65,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
18.54,6.02,73.04,80.45,34.71,39.04,69.58,Moderada,Irrigação urgente recomendada.,8.0,Média
33.04,5.48,65.42,74.26,31.82,42.23,71.25,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
21.1,6.22,96.3,100,32.63,42.21,69.47,Moderada,Irrigação urgente recomendada.,8.0,Baixa
71.32,5.5,75.87,56.29,30.73,67.45,90.77,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
39.0,6.88,67.78,45.33,21.91,58.9,69.78,Moderada,Irrigação recomendada.,5.0,Média
46.43,6.09,66.13,52.61,29.26,68.69,83.53,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
55.05,4.85,66.4,17.58,21.41,81.07,53.11,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
73.18,6.72,78.95,8.47,21.44,79.81,70.78,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
68.14,5.54,91.45,27.39,23.41,80.23,82.57,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
61.4,7.71,32.5,39.79,17.78,87.42,62.8,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
86.8,4.79,67.89,5,15.14,95,47.92,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
69.62,6.68,48.33,26.84,24.92,87.23,75.09,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
85.8,6.46,47.53,31.05,17.04,76.86,64.57,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
64.86,7.56,82.98,14.51,18.79,81.42,64.45,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
80.36,5.79,54.39,5,19.36,91.4,63.5,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
65.08,6.39,53.07,17.45,21.07,83.25,72.52,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
55.68,6.06,52.49,26.58,23.48,77.77,69.82,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
72.45,5.74,60.63,28.55,17.36,79.44,80.31,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
45.21,5.41,100,11.04,17.35,95,65.23,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
52.96,6.61,66.64,26.0,25.78,76.26,70.35,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
82.75,6.18,63.97,18.4,14.75,85.73,64.86,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
87.91,6.26,65.95,13.54,18.01,81.45,63.58,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
79.68,5.87,69.66,15.39,15.91,74.65,71.22,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
67.37,5.79,60.3,5,17.51,93.18,69.24,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
61.84,6.57,73.6,22.74,17.68,81.22,80.18,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
75.77,7.42,66.57,27.6,18.68,91.7,71.07,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
65.15,7.42,68.46,11.81,19.05,88.54,68.57,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
81.47,6.78,66.62,7.41,18.11,78.03,63.02,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
66.83,5.96,69.84,19.68,21.32,88.69,72.78,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
63.57,7.43,93.09,23.03,17.55,95,79.39,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
57.08,5.8,83.07,42.49,20.78,79.47,79.57,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
72.58,6.99,81.94,5,23.9,90.1,75.02,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
48.77,6.41,59.56,5,23.11,85.57,63.35,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
47.74,6.8,76.74,25.2,22.59,74.85,70.62,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
60.38,5.73,36.5,43.03,25.46,69.91,79.18,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
52.67,6.42,66.86,45.73,25.73,64.05,81.38,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
41.57,4.4,48.26,49.91,21.38,62.15,45.97,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
71.27,6.92,68.15,53.06,22.61,54.63,94.34,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
38.65,6.55,67.54,64.21,26.08,57.73,77.23,Alta,Irrigação recomendada.,5.0,Média
44.58,6.08,54.65,70.04,33.75,35.96,75.01,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
63.34,5.85,75.52,84.41,30.93,47.59,89.53,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
42.2,6.42,41.8,90.16,25.96,48.25,64.26,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
39.56,7.16,81.25,97.5,34.51,41.29,61.25,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
28.31,4.68,64.07,82.44,30.7,40.07,56.65,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
29.01,5.22,72.42,92.24,36.47,29.66,57.84,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
26.94,7.49,82.59,83.63,33.01,34.7,67.69,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
47.31,7.06,90.08,69.12,31.84,46.03,83.56,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
55.64,5.98,37.75,79.05,30.35,39.89,79.35,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
57.11,6.82,47.54,79.43,29.63,29.92,81.01,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
56.79,6.96,62.42,62.53,25.75,31.89,84.21,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
48.26,6.71,62.66,90.56,26.48,42.82,73.35,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
30.26,5.38,50.27,53.41,29.71,62.15,66.25,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
42.68,8.24,57.17,81.48,25.09,61.5,54.26,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
62.01,5.67,57.28,48.66,20.12,72.4,78.33,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
59.41,5.86,57.51,31.45,15.34,67.53,67.27,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
74.07,6.07,62.56,43.95,25.43,75.16,82.32,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
65.0,5.91,51.77,28.37,20.98,71.68,74.13,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
78.81,5.45,77.96,5,17.61,95,67.21,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
61.66,6.17,81.31,16.15,17.13,82.01,77.37,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
96.54,6.58,96.97,5,17.5,94.86,64.76,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
55.78,6.4,99.43,18.42,12.61,81.51,74.23,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
42.51,7.52,83.41,10.58,15.26,66.3,46.77,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
86.0,6.59,32.32,18.16,18.83,81.91,58.23,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
67.58,5.36,43.2,5,17.7,70.91,55.68,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
86.33,6.48,78.26,29.77,18.41,87.34,70.89,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
83.38,7.02,67.49,18.99,15.32,86.43,59.11,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
79.58,7.95,81.12,18.26,17.2,86.02,57.53,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
57.57,7.32,62.75,8.26,14.83,82.62,58.54,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
64.17,5.98,66.18,21.82,20.1,73.71,78.11,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
74.04,7.53,10,28.18,17.51,88.59,47.14,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
75.73,4.77,81.06,35.1,12,93.88,71.38,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
51.77,7.81,84.72,9.05,23.69,78.9,54.09,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
59.28,5.34,90.94,10.53,18.35,94.62,63.28,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
34.0,6.14,90.34,21.21,20.68,78.88,75.52,Alta,Irrigação recomendada.,5.0,Baixa
78.31,6.52,32.38,18.59,18.91,92.92,62.05,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
92.56,6.11,42.18,22.58,14.16,79.07,49.58,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
70.27,6.51,71.14,19.86,17.15,75.05,73.66,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
69.02,7.04,54.89,5.25,16.95,79.39,59.28,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
59.0,5.37,47.53,37.85,19.51,70.82,63.55,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
83.45,7.12,65.57,10.45,25.59,90.08,57.4,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
79.49,5.39,71.62,21.23,15.58,72.7,73.28,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
67.19,6.2,50.4,38.17,22.01,66.91,76.38,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
83.37,5.4,60.44,43.53,17.66,57.47,69.04,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
68.91,6.09,67.58,47.63,21.1,60.26,80.24,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
39.01,6.58,78.78,48.12,28.74,55.17,75.53,Alta,Irrigação recomendada.,5.0,Média
68.67,5.13,100,55.82,29.92,69.46,89.19,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
53.8,7.28,84.75,54.79,29.87,51.55,80.2,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
60.77,6.91,80.74,76.4,33.34,57.1,93.9,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
60.14,5.65,61.14,64.8,32.48,41.99,89.21,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
44.18,7.51,36.27,96.28,34.34,43.38,45.94,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
29.6,5.9,79.92,100,36.41,47.85,62.26,Moderada,Irrigação recomendada.,5.0,Média
47.2,5.98,54.34,87.02,28.06,30.82,74.37,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
42.88,6.11,67.8,93.62,32.16,41.38,68.48,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
28.4,6.0,88.35,83.38,27.0,31.03,77.06,Alta,Irrigação recomendada.,5.0,Baixa
66.69,6.23,53.15,89.42,29.51,43.73,77.87,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
33.35,5.06,76.64,87.83,28.92,48.9,62.18,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
43.06,7.34,59.63,87.9,34.44,40.88,65.15,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
52.23,7.15,83.96,71.59,27.11,49.46,83.16,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
42.62,5.49,71.75,77.37,29.48,58.64,78.41,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
30.91,6.11,75.15,72.31,25.28,67.58,78.36,Alta,Irrigação recomendada.,5.0,Média
44.05,5.49,39.92,47.87,25.46,56.66,55.06,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
38.07,7.5,47.42,45.57,27.58,60.62,52.09,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
70.16,7.25,80.04,26.88,20.32,74.22,74.14,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
75.4,6.67,78.77,36.63,17.53,86.2,84.74,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
76.19,6.38,64.68,6.39,19.42,83.16,74.31,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
84.34,6.54,81.06,24.19,21.39,91.56,74.68,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
49.27,7.49,71.35,32.87,26.3,73.64,64.26,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
93.29,6.23,84.23,11.67,22.0,86.48,62.69,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
64.48,5.98,56.1,5,15.63,84.17,68.66,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
73.98,7.03,77.4,9.15,14.9,85.08,67.91,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
71.7,7.0,79.64,29.03,16.07,78.01,73.13,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
75.95,6.88,84.72,17.76,19.8,72.75,78.66,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
53.08,5.59,65.61,31.97,12.97,83.8,74.36,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
73.16,5.59,42.91,23.97,19.74,95,69.8,Moderada,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
76.13,5.76,69.87,21.34,14.07,85.51,80.01,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
72.7,7.39,73.8,12.42,21.34,76.27,62.77,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
49.27,6.01,83.63,21.06,19.26,75.11,77.95,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
58.86,6.63,63.65,34.4,18.86,95,74.64,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
55.99,5.65,84.67,20.39,15.7,83.93,76.12,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
69.24,4.83,51.88,30.27,16.2,92.37,55.73,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
76.04,5.75,77.57,5,20.63,84.93,70.72,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
68.66,6.28,76.48,14.21,18.49,77.44,74.88,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
72.8,6.48,70.41,31.46,17.46,87.21,73.46,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
62.22,5.32,99.43,43.01,16.07,75.63,84.56,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
89.32,6.5,54.06,11.79,16.35,85.5,64.32,Moderada,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
70.67,6.48,68.03,23.4,16.69,81.42,78.32,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
47.48,5.51,82.64,42.35,28.07,83.38,79.1,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
61.98,7.68,82.33,17.82,20.26,83.45,59.41,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
61.01,7.19,57.94,29.4,18.41,77.87,68.06,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
54.3,8.05,82.73,41.38,21.8,78.44,57.26,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
50.78,7.24,63.1,53.77,18.51,60.15,77.55,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
39.2,6.54,76.82,26.75,27.8,63.79,66.92,Moderada,Irrigação recomendada.,5.0,Média
54.0,6.38,83.56,70.5,27.87,73.02,92.54,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
47.54,6.63,52.6,58.62,33.56,57.35,77.78,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
44.25,6.77,59.22,94.17,32.31,44.91,72.14,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
49.97,7.46,76.54,69.6,33.28,43.64,79.16,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
36.67,7.62,93.15,83.28,33.44,42.2,67.88,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
41.5,6.24,43.09,68.85,27.83,34.28,72.41,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
31.83,4.14,71.0,52.78,32.97,54.29,60.75,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
65.66,6.75,45.75,84.5,33.61,50.69,86.86,Alta,Irrigação bloqueada: nível de nutrientes baixo. Fertilizar antes de irrigar.,0.0,Alta
34.14,7.45,63.9,78.0,32.95,38.07,66.02,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
29.3,5.98,57.4,93.96,35.08,40.77,60.59,Moderada,Irrigação recomendada.,5.0,Média
43.66,5.71,83.79,79.19,31.82,30.58,83.15,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
46.43,6.76,84.02,100,27.57,54.49,80.91,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Baixa
52.74,5.63,75.28,81.36,32.58,44.89,91.42,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
51.79,7.09,100,99.61,33.52,60.37,74.86,Alta,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
40.43,5.4,59.13,50.44,28.35,53.79,65.46,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
29.71,6.46,52.55,73.57,32.98,61.84,68.84,Moderada,Irrigação recomendada.,5.0,Média
50.02,6.68,69.14,45.12,29.15,66.62,84.1,Alta,Condições adequadas. Nenhuma ação imediata necessária.,2.0,Média
56.02,5.93,71.19,23.97,25.68,75.87,70.5,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Média
36.19,5.85,78.05,31.68,19.35,69.71,66.07,Moderada,Irrigação recomendada.,5.0,Média
55.99,7.2,36.49,24.19,23.7,89.14,54.51,Moderada,Irrigação bloqueada: corrigir pH e nível de nutrientes.,0.0,Alta
78.0,6.15,81.73,26.43,19.82,82.95,80.46,Alta,Condições adequadas. Nenhuma ação imediata necessária.,0.0,Baixa
62.82,7.06,86.17,12.47,13.0,87.41,68.49,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Baixa
47.72,7.38,57.78,21.05,19.63,80.36,63.27,Moderada,Irrigação bloqueada: pH inadequado. Corrigir o solo antes de irrigar.,0.0,Média
